cell,x,y,lon,lat,height,area_sq,biome,biome_cost,habitability,is_land,harbor,river,flux,pop,state,state_name,province,province_name,culture,culture_name,burg,burg_name,burg_pop,market_cell,cost_to_market_mi,supply_days
2846,699.69,637.62,-29.518,-31.1949,40,331,Temperate deciduous forest,70,100,1,0,0,14,8.031,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,624.6,25.0
2847,717.81,638.14,-26.0741,-31.2938,39,414,Temperate deciduous forest,70,100,1,0,0,10,6.027,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,697.8,27.9
2848,734.19,646.23,-22.961,-32.8315,39,284,Temperate deciduous forest,70,100,1,0,159,45,4.396,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,765.1,30.6
2849,743.67,642.56,-21.1592,-32.1339,37,358,Temperate deciduous forest,70,100,1,0,169,38,5.302,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,843.4,33.7
2850,763.83,637.19,-17.3276,-31.1132,34,228,Wetland,150,10,1,2,0,22,0.539,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,1187.4,47.5
2851,769.6,647.8,-16.231,-33.1299,34,197,Temperate deciduous forest,70,100,1,2,162,55,5.366,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,988.1,39.5
2852,785.38,634.65,-13.2319,-30.6304,10,202,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2853,795.1,638.0,-11.3845,-31.2672,10,216,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2854,804.91,641.34,-9.52,-31.902,10,255,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2855,812.33,646.8,-8.1098,-32.9398,10,181,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2856,825.1,642.5,-5.6827,-32.1225,10,280,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2857,837.8,638.19,-3.269,-31.3033,10,369,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2858,840.9,650.8,-2.6798,-33.7001,10,325,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2859,886.77,646.89,6.0382,-32.9569,10,1381,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2860,947.61,643.34,17.6013,-32.2822,10,240,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2861,956.7,641.7,19.3289,-31.9704,10,135,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2862,965.73,640.12,21.0452,-31.6701,10,167,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2863,974.68,640.7,22.7462,-31.7804,7,210,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2864,986.7,645.2,25.0307,-32.6357,7,228,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2865,1002.37,640.65,28.0089,-31.7709,20,171,Grassland,50,30,1,2,0,14,1.567,6,Mhekinn,6,Agasga,4,HUMANS,,,,2620,445.0,17.8
2866,1014.54,642.52,30.3219,-32.1263,22,288,Grassland,50,30,1,2,104,59,7.766,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,391.4,15.7
2867,1033.29,645.25,33.8855,-32.6452,35,286,Grassland,50,30,1,0,0,16,2.505,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,276.5,11.1
2868,1052.3,637.13,37.4985,-31.1018,45,293,Grassland,50,30,1,0,0,15,6.419,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,162.8,6.5
2869,1074.05,642.25,41.6323,-32.075,33,356,Wetland,150,10,1,0,213,44,1.262,6,Mhekinn,6,Agasga,7,GODLINGS,,,,2788,386.7,15.5
2870,1094.92,635.81,45.5988,-30.8509,32,207,Wetland,150,10,1,0,89,91,3.772,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,323.3,12.9
2871,1106.68,643.28,47.8339,-32.2707,20,225,Grassland,50,30,1,3,0,64,5.1,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,251.5,10.1
2872,1131.61,633.68,52.5721,-30.446,10,282,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2873,1130.2,644.0,52.3041,-32.4076,10,242,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2874,1161.35,644.6,58.2244,-32.5216,10,708,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2875,1186.52,637.23,63.0082,-31.1208,10,1025,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2876,1230.95,645.5,71.4525,-32.6927,10,912,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2877,1244.43,631.03,74.0145,-29.9423,10,347,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2878,1276.54,631.53,80.1173,-30.0374,10,279,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2879,1310.88,635.25,86.6439,-30.7445,10,219,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2880,1316.73,640.24,87.7557,-31.6929,10,309,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2881,1347.46,631.99,93.5962,-30.1248,10,512,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2882,258.05,652.22,-113.4554,-33.97,10,3698,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2883,277.3,650.14,-109.7968,-33.5747,10,221,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2884,299.31,664.25,-105.6136,-36.2566,20,178,Tropical rainforest,80,80,1,3,297,71,13.657,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1698.0,67.9
2885,311.04,664.72,-103.3842,-36.3459,20,304,Tropical rainforest,80,80,1,1,0,8,40.096,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1649.2,66.0
2886,330.26,664.54,-99.7313,-36.3117,20,422,Tropical seasonal forest,70,50,1,0,95,346,24.284,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1625.0,65.0
2887,356.58,653.36,-94.7289,-34.1867,47,272,Tropical seasonal forest,70,50,1,0,0,7,9.535,4,Boru,33,Fowenia,7,GODLINGS,,,,2141,1623.2,64.9
2888,369.5,649.05,-92.2734,-33.3675,72,244,Tropical seasonal forest,70,50,1,0,0,4,19.788,4,Boru,33,Fowenia,7,GODLINGS,,,,2141,1587.8,63.5
2889,389.91,654.05,-88.3943,-34.3178,69,394,Tropical seasonal forest,70,50,1,0,0,7,32.329,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1728.8,69.2
2890,412.83,663.06,-84.0382,-36.0304,63,263,Tropical seasonal forest,70,50,1,0,0,8,8.958,4,Boru,33,Fowenia,7,GODLINGS,,,,2141,1909.4,76.4
2891,427.59,655.25,-81.2329,-34.5459,65,356,Temperate deciduous forest,70,100,1,0,0,10,37.568,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1903.8,76.2
2892,448.88,652.15,-77.1865,-33.9567,66,356,Temperate deciduous forest,70,100,1,0,0,5,24.227,4,Boru,33,Fowenia,4,HUMANS,,,,3115,1918.9,76.8
2893,461.93,662.77,-74.7063,-35.9753,30,319,Temperate deciduous forest,70,100,1,0,48,218,8.221,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1755.6,70.2
2894,481.35,658.58,-71.0154,-35.1789,40,287,Temperate deciduous forest,70,100,1,0,48,129,7.627,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1602.6,64.1
2895,487.93,661.13,-69.7648,-35.6636,40,282,Temperate deciduous forest,70,100,1,0,0,8,7.078,3,Remoore,37,Holingia,7,GODLINGS,,,,3115,1579.9,63.2
2896,508.27,650.1,-65.899,-33.5671,40,408,Temperate deciduous forest,70,100,1,0,0,5,6.073,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1401.8,56.1
2897,525.57,656.05,-62.611,-34.698,40,380,Temperate deciduous forest,70,100,1,0,0,12,5.997,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1260.9,50.4
2898,544.05,664.69,-59.0987,-36.3402,40,286,Temperate deciduous forest,70,100,1,0,0,29,4.203,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1103.8,44.2
2899,570.97,657.75,-53.9823,-35.0211,40,376,Temperate deciduous forest,70,100,1,0,0,14,5.995,3,Remoore,37,Holingia,4,HUMANS,,,,3115,889.7,35.6
2900,591.21,658.04,-50.1355,-35.0762,40,208,Temperate deciduous forest,70,100,1,0,0,8,5.342,3,Remoore,37,Holingia,4,HUMANS,,,,3115,733.9,29.4
2901,596.17,663.27,-49.1928,-36.0703,40,235,Temperate deciduous forest,70,100,1,0,0,7,5.535,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,678.4,27.1
2902,620.0,665.1,-44.6637,-36.4182,40,363,Temperate deciduous forest,70,100,1,0,0,8,5.695,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,494.4,19.8
2903,645.18,657.93,-39.8781,-35.0553,40,187,Temperate deciduous forest,70,100,1,0,0,13,4.64,3,Remoore,35,Hitchia,8,SHIFTERS,,,,3115,427.3,17.1
2904,651.79,661.02,-38.6218,-35.6427,40,313,Temperate deciduous forest,70,100,1,0,0,27,4.637,3,Remoore,35,Hitchia,8,SHIFTERS,,,,3115,371.1,14.8
2905,672.27,661.89,-34.7294,-35.808,40,414,Temperate deciduous forest,70,100,1,0,105,30,6.329,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,356.6,14.3
2906,694.68,656.37,-30.4702,-34.7588,40,275,Temperate deciduous forest,70,100,1,0,0,16,3.957,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,475.2,19.0
2907,706.68,657.95,-28.1895,-35.0591,40,341,Temperate deciduous forest,70,100,1,0,0,13,5.363,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,522.9,20.9
2908,730.49,664.77,-23.6642,-36.3554,40,197,Temperate deciduous forest,70,100,1,0,0,16,3.112,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,627.5,25.1
2909,742.66,659.47,-21.3512,-35.348,40,223,Temperate deciduous forest,70,100,1,0,0,19,3.429,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,729.7,29.2
2910,764.46,656.59,-17.2079,-34.8006,38,276,Temperate deciduous forest,70,100,1,0,162,33,4.124,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,909.7,36.4
2911,775.37,658.37,-15.1344,-35.139,37,166,Temperate deciduous forest,70,100,1,1,0,28,3.134,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,994.8,39.8
2912,784.6,661.3,-13.3801,-35.6959,37,171,Temperate deciduous forest,70,100,1,2,0,28,2.697,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,1037.7,41.5
2913,777.8,672.9,-14.6725,-37.9007,37,224,Temperate deciduous forest,70,100,1,0,180,43,3.338,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,934.1,37.4
2914,793.79,664.29,-11.6335,-36.2642,20,195,Wetland,150,10,1,2,180,106,1.166,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,1133.0,45.3
2915,809.1,661.1,-8.7237,-35.6579,20,282,Wetland,150,10,1,2,214,85,1.662,3,Remoore,34,Ormland,4,HUMANS,,,,3115,1391.0,55.6
2916,824.39,657.94,-5.8177,-35.0572,20,266,Wetland,150,10,1,4,303,92,1.535,3,Remoore,34,Ormland,4,HUMANS,,,,3115,1648.6,65.9
2917,844.0,663.35,-2.0906,-36.0855,10,212,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2918,860.08,663.46,0.9655,-36.1064,10,372,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2919,869.1,666.3,2.6798,-36.6463,10,233,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2920,930.67,651.94,14.3817,-33.9168,10,1833,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2921,957.86,649.57,19.5494,-33.4663,10,458,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2922,974.92,661.7,22.7918,-35.7719,10,1158,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2923,998.8,649.77,27.3304,-33.5043,10,238,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2924,1009.0,660.7,29.269,-35.5818,10,293,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2925,1022.67,653.7,31.8671,-34.2513,20,169,Grassland,50,30,1,2,0,33,1.596,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,351.1,14.0
2926,1031.21,657.87,33.4902,-35.0439,20,157,Wetland,150,10,1,0,0,27,2.979,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,487.5,19.5
2927,1054.84,653.2,37.9813,-34.1563,29,289,Wetland,150,10,1,0,244,48,1.066,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,443.2,17.7
2928,1071.41,656.98,41.1306,-34.8748,20,175,Wetland,150,10,1,0,0,33,0.562,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,633.6,25.3
2929,1082.7,654.9,43.2763,-34.4794,20,238,Wetland,150,10,1,2,213,110,2.418,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,639.6,25.6
2930,1067.5,669.8,40.3874,-37.3115,20,186,Wetland,150,10,1,2,299,66,1.515,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,790.7,31.6
2931,1064.2,663.3,39.7602,-36.076,20,102,Wetland,150,10,1,0,299,33,1.794,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,670.5,26.8
2932,1094.04,652.81,45.4316,-34.0822,20,249,Wetland,150,10,1,3,89,140,2.644,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,524.7,21.0
2933,1109.72,660.06,48.4117,-35.4602,10,193,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2934,1119.3,657.2,50.2325,-34.9166,10,217,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2935,1128.84,654.24,52.0456,-34.354,10,247,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2936,1149.08,656.19,55.8924,-34.7246,10,400,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2937,1247.63,658.36,74.6227,-35.1371,10,687,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2938,1273.67,658.06,79.5718,-35.08,10,621,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2939,1317.13,655.6,87.8317,-34.6125,10,367,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2940,1335.11,657.0,91.249,-34.8786,10,397,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2941,1351.87,657.47,94.4344,-34.9679,10,638,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2942,1398.35,651.71,103.2683,-33.8731,10,1280,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2943,264.79,668.53,-112.1744,-37.0701,10,3012,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2944,283.08,667.01,-108.6982,-36.7812,10,309,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2945,292.92,681.36,-106.8281,-39.5088,10,301,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2946,305.0,684.2,-104.5322,-40.0486,10,170,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2947,321.43,677.91,-101.4095,-38.853,20,168,Tropical seasonal forest,70,50,1,2,95,355,12.185,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1748.3,69.9
2948,330.8,680.3,-99.6287,-39.3073,20,172,Tropical seasonal forest,70,50,1,2,0,9,7.085,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1746.4,69.9
2949,340.13,682.79,-97.8554,-39.7806,23,175,Tropical seasonal forest,70,50,1,0,0,5,7.675,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1796.7,71.9
2950,351.12,667.63,-95.7667,-36.899,32,346,Tropical seasonal forest,70,50,1,0,0,21,11.401,4,Boru,33,Fowenia,7,GODLINGS,,,,2141,1678.1,67.1
2951,368.63,680.89,-92.4387,-39.4194,61,258,Tropical seasonal forest,70,50,1,0,0,19,8.822,4,Boru,33,Fowenia,7,GODLINGS,,,,2141,1905.2,76.2
2952,380.85,673.47,-90.1162,-38.0091,71,398,Tropical seasonal forest,70,50,1,0,0,3,28.217,4,Boru,33,Fowenia,7,GODLINGS,,,,2141,1795.1,71.8
2953,400.88,681.02,-86.3094,-39.4441,69,386,Temperate deciduous forest,70,100,1,0,0,4,25.177,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1953.0,78.1
2954,417.08,668.4,-83.2304,-37.0454,61,267,Temperate deciduous forest,70,100,1,0,0,16,18.662,4,Boru,33,Fowenia,7,GODLINGS,,,,2141,1961.9,78.5
2955,443.1,678.62,-78.2851,-38.988,46,426,Temperate deciduous forest,70,100,1,0,0,67,10.642,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1985.5,79.4
2956,461.7,675.6,-74.75,-38.4139,31,274,Temperate deciduous forest,70,100,1,0,48,233,5.098,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1786.0,71.4
2957,481.01,674.05,-71.08,-38.1193,38,217,Temperate deciduous forest,70,100,1,0,0,16,3.426,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1624.9,65.0
2958,487.46,680.74,-69.8541,-39.3909,39,182,Temperate deciduous forest,70,100,1,0,0,8,4.253,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1553.3,62.1
2959,506.22,680.39,-66.2886,-39.3244,40,423,Temperate deciduous forest,70,100,1,0,0,5,10.667,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1408.8,56.4
2960,534.13,668.21,-60.9841,-37.0093,40,256,Temperate deciduous forest,70,100,1,0,0,17,4.337,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1184.9,47.4
2961,556.04,674.6,-56.8199,-38.2239,40,217,Temperate deciduous forest,70,100,1,0,0,7,3.857,3,Remoore,37,Holingia,4,HUMANS,,,,3115,1000.4,40.0
2962,540.2,681.3,-59.8304,-39.4974,40,310,Temperate deciduous forest,70,100,1,2,110,70,11.783,3,Remoore,37,Holingia,4,HUMANS,40,Mertyn,327514,3115,1124.5,45.0
2963,560.97,678.64,-55.8829,-38.9918,40,203,Temperate deciduous forest,70,100,1,1,0,21,6.662,3,Remoore,37,Holingia,4,HUMANS,,,,3115,951.3,38.1
2964,577.16,681.62,-52.8058,-39.5582,40,314,Temperate deciduous forest,70,100,1,0,0,23,5.35,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,828.1,33.1
2965,596.44,676.85,-49.1415,-38.6515,40,350,Temperate deciduous forest,70,100,1,0,0,7,5.543,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,675.7,27.0
2966,615.86,676.7,-45.4506,-38.623,40,367,Temperate deciduous forest,70,100,1,0,0,8,5.392,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,526.1,21.0
2967,633.48,670.54,-42.1018,-37.4522,40,415,Temperate deciduous forest,70,100,1,0,0,11,6.314,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,382.4,15.3
2968,663.65,677.25,-36.3677,-38.7276,40,216,Temperate deciduous forest,70,100,1,0,0,14,5.034,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,260.6,10.4
2969,671.14,681.18,-34.9442,-39.4746,40,293,Temperate deciduous forest,70,100,1,0,0,14,4.396,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,195.9,7.8
2970,690.75,668.91,-31.2171,-37.1423,40,400,Temperate deciduous forest,70,100,1,0,0,15,6.057,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,374.0,15.0
2971,712.23,675.87,-27.1346,-38.4653,40,471,Temperate deciduous forest,70,100,1,0,0,27,7.115,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,454.3,18.2
2972,728.58,669.23,-24.0272,-37.2032,40,252,Temperate deciduous forest,70,100,1,0,0,16,5.907,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,590.1,23.6
2973,744.76,669.86,-20.952,-37.3229,40,272,Temperate deciduous forest,70,100,1,0,0,17,4.108,3,Remoore,35,Hitchia,4,HUMANS,48,Pryor,329661,3115,714.8,28.6
2974,759.84,678.81,-18.086,-39.0241,40,346,Temperate deciduous forest,70,100,1,0,0,15,5.287,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,776.5,31.1
2975,788.86,668.53,-12.5705,-37.0701,36,143,Temperate deciduous forest,70,100,1,0,180,67,2.205,3,Remoore,35,Hitchia,4,HUMANS,,,,3115,1025.7,41.0
2976,803.12,680.67,-9.8602,-39.3776,35,177,Temperate deciduous forest,70,100,1,0,214,46,4.437,3,Remoore,34,Ormland,4,HUMANS,,,,3115,1142.5,45.7
2977,810.92,681.94,-8.3778,-39.619,20,271,Temperate deciduous forest,70,100,1,0,303,46,4.362,3,Remoore,34,Ormland,4,HUMANS,42,Hestwicke,147251,3115,1203.3,48.1
2978,832.97,673.22,-4.187,-37.9616,20,299,Wetland,150,10,1,1,194,59,2.568,3,Remoore,34,Ormland,4,HUMANS,,,,3115,1594.6,63.8
2979,843.0,676.0,-2.2807,-38.49,20,160,Temperate deciduous forest,70,100,1,1,0,43,3.024,3,Remoore,34,Ormland,4,HUMANS,,,,3115,1595.8,63.8
2980,852.96,678.87,-0.3877,-39.0355,34,206,Temperate deciduous forest,70,100,1,3,0,55,3.373,3,Remoore,34,Ormland,4,HUMANS,,,,3115,1600.8,64.0
2981,863.9,686.0,1.6915,-40.3907,34,219,Temperate deciduous forest,70,100,1,3,0,55,3.672,3,Remoore,34,Ormland,4,HUMANS,,,,3115,1701.3,68.1
2982,878.18,669.23,4.4056,-37.2032,10,408,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2983,881.2,682.7,4.9795,-39.7635,10,522,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2984,993.32,679.14,26.2889,-39.0868,10,1969,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2985,1019.1,671.66,31.1886,-37.665,10,284,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2986,1030.5,685.3,33.3553,-40.2577,10,329,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2987,1028.33,666.93,32.9428,-36.766,20,160,Wetland,150,10,1,2,0,55,0.749,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,588.6,23.5
2988,1042.7,668.3,35.674,-37.0264,20,295,Wetland,150,10,1,2,244,76,2.882,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,755.6,30.2
2989,1056.98,669.69,38.388,-37.2906,20,191,Wetland,150,10,1,0,305,32,0.721,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,717.6,28.7
2990,1063.56,682.6,39.6386,-39.7445,20,183,Wetland,150,10,1,3,305,80,1.77,6,Mhekinn,6,Agasga,4,HUMANS,,,,2788,956.7,38.3
2991,1087.58,679.93,44.2038,-39.237,10,271,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2992,1096.8,675.8,45.9561,-38.452,10,179,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2993,1105.95,671.65,47.6952,-37.6631,10,181,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2994,1118.23,679.53,50.0291,-39.1609,10,954,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2995,1146.93,670.85,55.4838,-37.5111,10,1235,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2996,1269.57,677.37,78.7925,-38.7504,10,519,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2997,1294.16,672.15,83.4661,-37.7582,10,274,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2998,1300.33,667.45,84.6387,-36.8648,10,398,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
2999,1321.87,676.49,88.7326,-38.5831,10,269,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3000,1334.2,676.4,91.076,-38.566,10,232,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3001,1314.1,686.4,87.2558,-40.4667,10,245,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3002,1346.45,676.32,93.4042,-38.5508,10,198,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3003,1355.81,675.26,95.1832,-38.3493,10,223,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3004,1370.29,677.94,97.9352,-38.8587,10,295,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3005,1380.7,678.4,99.9137,-38.9461,10,226,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3006,1391.06,678.87,101.8827,-39.0355,10,271,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3007,1403.6,684.0,104.2661,-40.0106,10,270,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3008,1382.8,683.9,100.3129,-39.9916,10,95,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3009,1414.59,667.3,106.3548,-36.8363,10,625,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3010,1433.79,671.09,110.0039,-37.5567,10,2162,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3011,274.19,694.84,-110.3879,-42.071,10,12949,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3012,302.68,692.22,-104.9731,-41.573,10,231,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3013,317.06,686.96,-102.2401,-40.5732,10,139,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3014,318.7,696.3,-101.9284,-42.3485,10,176,Marine,10,0,0,0,0,0,0,0,Neutrals,0,,0,Wildlands,,,,,,
3015,336.92,699.88,-98.4655,-43.0289,20,210,Tropical seasonal forest,70,50,1,5,0,15,9.704,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1904.3,76.2
3016,344.8,692.6,-96.9678,-41.6452,20,152,Tropical seasonal forest,70,50,1,1,298,61,19.083,4,Boru,33,Fowenia,4,HUMANS,,,,2141,1892.4,75.7
